cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,cement_cat,slag_cat,ash_cat,water_cat,superplastic_cat,coarseagg_cat,fineagg_cat,age_cat
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91,mittel,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,mittel,niedrig,niedrig,mittel,niedrig,mittel,hoch,hoch
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46,niedrig,hoch,niedrig,niedrig,hoch,hoch,niedrig,niedrig
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,hoch
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03,niedrig,niedrig,hoch,mittel,hoch,hoch,niedrig,niedrig
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29,niedrig,hoch,niedrig,hoch,niedrig,mittel,mittel,niedrig
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07,niedrig,hoch,hoch,niedrig,hoch,niedrig,mittel,niedrig
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93,niedrig,hoch,niedrig,hoch,niedrig,niedrig,niedrig,hoch
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89,hoch,hoch,niedrig,mittel,hoch,mittel,mittel,hoch
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,hoch
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28,22.93,niedrig,mittel,hoch,hoch,mittel,niedrig,niedrig,niedrig
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,hoch,mittel,hoch,mittel,mittel,niedrig,niedrig,niedrig
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2,hoch,hoch,niedrig,niedrig,hoch,hoch,niedrig,niedrig
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,niedrig,niedrig,hoch,niedrig,mittel,hoch,mittel,niedrig
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig,niedrig
136.0,196.0,98.0,199.0,6.0,847.0,783.0,28,26.97,niedrig,hoch,mittel,hoch,mittel,niedrig,mittel,niedrig
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,niedrig,hoch,niedrig,mittel,niedrig,hoch,mittel,niedrig
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7,hoch,niedrig,niedrig,mittel,niedrig,mittel,mittel,niedrig
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,niedrig,niedrig,hoch,niedrig,mittel,hoch,mittel,niedrig
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,hoch,mittel,hoch,niedrig,hoch,mittel,mittel,niedrig
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,hoch
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,mittel,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.8,mittel,niedrig,hoch,mittel,mittel,mittel,niedrig,niedrig
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,niedrig,hoch,hoch,mittel,mittel,mittel,niedrig,hoch
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87,niedrig,hoch,hoch,mittel,mittel,niedrig,hoch,niedrig
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,hoch
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9,hoch,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33,niedrig,hoch,niedrig,hoch,niedrig,niedrig,hoch,niedrig
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,mittel,mittel,hoch,niedrig,hoch,hoch,mittel,niedrig
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3,hoch,hoch,niedrig,niedrig,hoch,niedrig,hoch,hoch
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51,hoch,niedrig,niedrig,niedrig,niedrig,niedrig,hoch,niedrig
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,niedrig
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0,niedrig,mittel,mittel,mittel,mittel,hoch,mittel,niedrig
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73,mittel,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58,niedrig,hoch,hoch,mittel,mittel,niedrig,niedrig,niedrig
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7,hoch,hoch,niedrig,mittel,hoch,niedrig,niedrig,hoch
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05,mittel,hoch,niedrig,mittel,mittel,mittel,niedrig,niedrig
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,niedrig,niedrig,hoch,niedrig,niedrig,mittel,hoch,niedrig
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43,hoch,hoch,niedrig,mittel,mittel,mittel,niedrig,niedrig
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79,hoch,niedrig,niedrig,mittel,niedrig,niedrig,mittel,hoch
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32,niedrig,hoch,niedrig,hoch,niedrig,mittel,mittel,niedrig
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25,niedrig,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,niedrig,hoch,niedrig,hoch,niedrig,niedrig,hoch,hoch
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,niedrig,mittel,mittel,mittel,mittel,hoch,mittel,niedrig
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,niedrig
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,26.86,niedrig,hoch,niedrig,hoch,mittel,mittel,niedrig,niedrig
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,hoch
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,niedrig
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77,mittel,niedrig,niedrig,hoch,niedrig,mittel,mittel,niedrig
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,hoch
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,niedrig
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8,hoch,hoch,niedrig,mittel,mittel,niedrig,mittel,niedrig
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77,mittel,mittel,mittel,niedrig,hoch,niedrig,mittel,niedrig
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,mittel,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,28.63,mittel,mittel,mittel,hoch,mittel,niedrig,niedrig,niedrig
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91,hoch,hoch,niedrig,mittel,mittel,niedrig,mittel,niedrig
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62,hoch,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23,hoch,hoch,niedrig,mittel,mittel,niedrig,mittel,niedrig
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72,niedrig,hoch,niedrig,hoch,mittel,niedrig,hoch,niedrig
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66,niedrig,hoch,niedrig,mittel,niedrig,niedrig,hoch,niedrig
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,hoch
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig,hoch
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46,niedrig,niedrig,hoch,hoch,hoch,hoch,niedrig,niedrig
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,hoch
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,niedrig
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76,niedrig,hoch,hoch,mittel,hoch,niedrig,niedrig,niedrig
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,hoch
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91,niedrig,hoch,niedrig,mittel,hoch,niedrig,hoch,niedrig
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58,mittel,hoch,mittel,mittel,mittel,mittel,niedrig,niedrig
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,niedrig
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0,hoch,hoch,niedrig,mittel,hoch,niedrig,niedrig,niedrig
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,hoch,niedrig,niedrig,mittel,niedrig,niedrig,niedrig,niedrig
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.23,hoch,niedrig,niedrig,hoch,niedrig,niedrig,niedrig,hoch
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72,niedrig,hoch,hoch,mittel,mittel,mittel,niedrig,niedrig
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,hoch
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9,hoch,hoch,niedrig,niedrig,hoch,niedrig,mittel,hoch
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37,niedrig,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.23,niedrig,hoch,hoch,mittel,mittel,niedrig,hoch,niedrig
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,hoch,mittel,niedrig,hoch,mittel,hoch,niedrig,niedrig
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91,hoch,niedrig,niedrig,hoch,niedrig,niedrig,niedrig,hoch
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7,hoch,hoch,niedrig,niedrig,hoch,niedrig,hoch,hoch
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,hoch,niedrig,niedrig,mittel,mittel,niedrig,niedrig,niedrig
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,mittel,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,niedrig,hoch,niedrig,mittel,niedrig,hoch,mittel,niedrig
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,niedrig,niedrig,hoch,niedrig,hoch,mittel,hoch,niedrig
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13,hoch,niedrig,niedrig,hoch,niedrig,niedrig,niedrig,hoch
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,niedrig
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13,niedrig,hoch,niedrig,mittel,niedrig,mittel,hoch,niedrig
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,hoch,mittel,hoch,hoch,mittel,niedrig,niedrig,niedrig
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,hoch
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,hoch,mittel,mittel,niedrig,hoch,niedrig,hoch,niedrig
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86,niedrig,hoch,niedrig,hoch,mittel,mittel,niedrig,niedrig
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07,niedrig,hoch,niedrig,mittel,niedrig,mittel,hoch,hoch
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,hoch,mittel,hoch,hoch,mittel,niedrig,niedrig,niedrig
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,niedrig
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42,niedrig,niedrig,hoch,niedrig,hoch,mittel,hoch,niedrig
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,hoch
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46,niedrig,niedrig,hoch,niedrig,hoch,hoch,niedrig,niedrig
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14,mittel,niedrig,mittel,hoch,mittel,mittel,hoch,niedrig
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,hoch
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,hoch,niedrig,mittel,hoch,niedrig,hoch,niedrig,niedrig
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,hoch
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4,hoch,hoch,niedrig,niedrig,hoch,niedrig,mittel,niedrig
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,niedrig,hoch,niedrig,mittel,niedrig,hoch,hoch,hoch
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96,niedrig,niedrig,hoch,niedrig,hoch,mittel,hoch,niedrig
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,niedrig
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89,niedrig,hoch,niedrig,mittel,niedrig,niedrig,mittel,niedrig
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81,mittel,mittel,niedrig,hoch,niedrig,niedrig,niedrig,niedrig
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,niedrig,hoch,hoch,mittel,mittel,mittel,niedrig,niedrig
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42,mittel,hoch,niedrig,hoch,mittel,niedrig,niedrig,niedrig
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,niedrig
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3,hoch,hoch,niedrig,mittel,hoch,mittel,niedrig,niedrig
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,hoch
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8,mittel,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87,niedrig,hoch,hoch,mittel,mittel,niedrig,hoch,niedrig
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78,mittel,hoch,niedrig,mittel,niedrig,mittel,niedrig,hoch
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,niedrig,niedrig,hoch,niedrig,mittel,hoch,mittel,hoch
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,hoch
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,niedrig,hoch,niedrig,mittel,niedrig,mittel,niedrig,niedrig
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,niedrig,niedrig,hoch,niedrig,mittel,mittel,hoch,niedrig
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24,mittel,hoch,niedrig,hoch,mittel,niedrig,mittel,niedrig
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52,mittel,hoch,hoch,hoch,mittel,niedrig,niedrig,niedrig
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,niedrig,hoch,niedrig,mittel,niedrig,niedrig,niedrig,hoch
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86,niedrig,hoch,niedrig,hoch,niedrig,niedrig,niedrig,niedrig
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1,niedrig,mittel,niedrig,mittel,niedrig,mittel,hoch,hoch
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,niedrig,mittel,hoch,niedrig,hoch,hoch,niedrig,niedrig
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93,mittel,hoch,niedrig,niedrig,mittel,mittel,mittel,niedrig
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,niedrig,hoch,niedrig,mittel,niedrig,hoch,mittel,niedrig
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07,niedrig,hoch,hoch,niedrig,hoch,niedrig,mittel,niedrig
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06,niedrig,hoch,niedrig,mittel,niedrig,hoch,hoch,niedrig
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,niedrig
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62,hoch,niedrig,niedrig,hoch,niedrig,niedrig,niedrig,hoch
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69,niedrig,hoch,hoch,hoch,mittel,niedrig,mittel,niedrig
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7,mittel,niedrig,niedrig,mittel,niedrig,mittel,hoch,hoch
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25,mittel,hoch,niedrig,hoch,mittel,niedrig,mittel,niedrig
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,hoch,niedrig,niedrig,mittel,niedrig,niedrig,niedrig,hoch
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32,niedrig,mittel,niedrig,mittel,niedrig,niedrig,hoch,hoch
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,hoch
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,niedrig,mittel,hoch,niedrig,mittel,mittel,hoch,niedrig
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,mittel,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,niedrig,mittel,hoch,niedrig,mittel,mittel,hoch,hoch
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,niedrig
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,mittel,niedrig,niedrig,mittel,niedrig,mittel,hoch,niedrig
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,hoch
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,mittel,niedrig,niedrig,mittel,niedrig,niedrig,hoch,hoch
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74,niedrig,niedrig,hoch,hoch,hoch,niedrig,hoch,niedrig
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89,hoch,niedrig,niedrig,mittel,niedrig,niedrig,niedrig,niedrig
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02,niedrig,hoch,niedrig,mittel,niedrig,mittel,hoch,niedrig
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91,hoch,hoch,niedrig,mittel,mittel,niedrig,mittel,niedrig
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38,mittel,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,niedrig,mittel,mittel,mittel,mittel,hoch,mittel,hoch
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,mittel,mittel,hoch,niedrig,hoch,hoch,mittel,niedrig
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,mittel,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76,niedrig,hoch,niedrig,mittel,hoch,mittel,mittel,niedrig
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,niedrig,hoch,niedrig,mittel,niedrig,niedrig,hoch,hoch
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73,niedrig,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,niedrig
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,niedrig,mittel,hoch,niedrig,mittel,mittel,mittel,niedrig
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62,hoch,hoch,niedrig,hoch,mittel,niedrig,mittel,niedrig
